headline,text,text_type,classification
Chinese woman with mystery virus quarantined in Thailand.,everybody stay safe after seeing chinese woman with mystery virus quarantined in thailand 🧪,tweet,REAL_EVENT
Chinese woman with mystery virus quarantined in Thailand.,virus update got me stressed 🚨,tweet,REAL_EVENT
Chinese woman with mystery virus quarantined in Thailand.,ngl chinese woman mystery virus quarantined thailand got me stressed 😷,tweet,REAL_EVENT
Chinese woman with mystery virus quarantined in Thailand.,public health news is scary and nobody was ready for this 🧪,tweet,REAL_EVENT
Chinese woman with mystery virus quarantined in Thailand.,this headline really said chinese woman mystery virus quarantined thailand and expected us to be normal,meme,MEME
Chinese woman with mystery virus quarantined in Thailand.,chinese woman mystery virus quarantined thailand is giving absolute cinema,meme,MEME
Chinese woman with mystery virus quarantined in Thailand.,chinese woman mystery virus quarantined thailand but make it a meme page post,meme,MEME
"A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link:","omg A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Regio 😱",tweet,REAL_EVENT
"A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link:",bro cant believe this 🌍,tweet,REAL_EVENT
"A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link:",a m4 7 earthquake has been reported by and people are still acting normal 💥,tweet,REAL_EVENT
"A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link:",nah this earthquake news is insane 😱,tweet,REAL_EVENT
"A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link:",everybody stay safe after seeing a m4 7 earthquake has been reported by 🌍,tweet,REAL_EVENT
"A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link:",another earthquake update 💥,tweet,REAL_EVENT
"A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link:",ngl earthquake reported geofon philippine islands region got me stressed 😱,tweet,REAL_EVENT
"A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link:",buildings shaking is terrifying and nobody was ready for this 🌍,tweet,REAL_EVENT
"A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link:",bro said earthquake reported geofon philippine islands region and expected us to be normal,meme,MEME
"A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link:",earthquake reported geofon philippine islands region is giving absolute cinema,meme,MEME
"A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link:",earthquake reported geofon philippine islands region but make it a meme page post,meme,MEME
"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained HANNITY…","omg The viral false claim that nearly 200 arsonists are behind the Australia fires, expla 😳",tweet,REAL_EVENT
"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained HANNITY…",bro cant believe this 😭,tweet,REAL_EVENT
"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained HANNITY…",the viral false claim that nearly 200 arsonists and people are still acting normal 🚨,tweet,REAL_EVENT
"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained HANNITY…",nah this breaking news is insane 🤯,tweet,REAL_EVENT
"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained HANNITY…",everybody stay safe after seeing the viral false claim that nearly 200 arsonists 😳,tweet,REAL_EVENT
"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained HANNITY…",timeline is in chaos rn 😭,tweet,REAL_EVENT
"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained HANNITY…",ngl viral false claim nearly arsonists behind got me stressed 🚨,tweet,REAL_EVENT
"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained HANNITY…",i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained HANNITY…",the timeline after seeing this viral false claim nearly arsonists behind and expected us to be normal,meme,MEME
"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained HANNITY…",viral false claim nearly arsonists behind is giving this is sending me,meme,MEME
"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained HANNITY…",viral false claim nearly arsonists behind but make it a meme page post,meme,MEME
"Who attacked Iran out of reason and breached their sovereignty, actually threatenin…","omg Who attacked Iran out of reason and breached their sovereignty, actually threatenin… 😳",tweet,REAL_EVENT
"Who attacked Iran out of reason and breached their sovereignty, actually threatenin…",bro cant believe this 😭,tweet,REAL_EVENT
"Who attacked Iran out of reason and breached their sovereignty, actually threatenin…",who attacked iran out of reason and breached and people are still acting normal 🚨,tweet,REAL_EVENT
"Who attacked Iran out of reason and breached their sovereignty, actually threatenin…",nah this breaking news is insane 🤯,tweet,REAL_EVENT
"Who attacked Iran out of reason and breached their sovereignty, actually threatenin…",everybody stay safe after seeing who attacked iran out of reason and breached 😳,tweet,REAL_EVENT
"Who attacked Iran out of reason and breached their sovereignty, actually threatenin…",timeline is in chaos rn 😭,tweet,REAL_EVENT
"Who attacked Iran out of reason and breached their sovereignty, actually threatenin…",ngl attacked iran reason breached sovereignty actually got me stressed 🚨,tweet,REAL_EVENT
"Who attacked Iran out of reason and breached their sovereignty, actually threatenin…",i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
"Who attacked Iran out of reason and breached their sovereignty, actually threatenin…",internet gonna turn this into attacked iran reason breached sovereignty actually and expected us to be normal,meme,MEME
"Who attacked Iran out of reason and breached their sovereignty, actually threatenin…",attacked iran reason breached sovereignty actually is giving major L energy,meme,MEME
"Who attacked Iran out of reason and breached their sovereignty, actually threatenin…",attacked iran reason breached sovereignty actually but make it a meme page post,meme,MEME
13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by that date.,omg 13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by 😳,tweet,REAL_EVENT
13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by that date.,bro cant believe this 😭,tweet,REAL_EVENT
13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by that date.,13 feb 1989 scottish windstorm record low level and people are still acting normal 🚨,tweet,REAL_EVENT
13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by that date.,nah this breaking news is insane 🤯,tweet,REAL_EVENT
13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by that date.,everybody stay safe after seeing 13 feb 1989 scottish windstorm record low level 😳,tweet,REAL_EVENT
13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by that date.,timeline is in chaos rn 😭,tweet,REAL_EVENT
13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by that date.,ngl 1989 scottish windstorm record level wind got me stressed 🚨,tweet,REAL_EVENT
13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by that date.,i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by that date.,bro said 1989 scottish windstorm record level wind and expected us to be normal,meme,MEME
13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by that date.,1989 scottish windstorm record level wind is giving absolute cinema,meme,MEME
13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by that date.,1989 scottish windstorm record level wind but make it a meme page post,meme,MEME
This random loud ass thunderstorm. 😒,omg This random loud ass thunderstorm. 😒 😳,tweet,REAL_EVENT
This random loud ass thunderstorm. 😒,bro cant believe this 😭,tweet,REAL_EVENT
This random loud ass thunderstorm. 😒,this random loud ass thunderstorm and people are still acting normal 🚨,tweet,REAL_EVENT
This random loud ass thunderstorm. 😒,nah this breaking news is insane 🤯,tweet,REAL_EVENT
This random loud ass thunderstorm. 😒,everybody stay safe after seeing this random loud ass thunderstorm 😳,tweet,REAL_EVENT
This random loud ass thunderstorm. 😒,timeline is in chaos rn 😭,tweet,REAL_EVENT
This random loud ass thunderstorm. 😒,ngl random loud thunderstorm got me stressed 🚨,tweet,REAL_EVENT
This random loud ass thunderstorm. 😒,i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
This random loud ass thunderstorm. 😒,this headline really said random loud thunderstorm and expected us to be normal,meme,MEME
This random loud ass thunderstorm. 😒,random loud thunderstorm is giving what a timeline,meme,MEME
This random loud ass thunderstorm. 😒,random loud thunderstorm but make it a meme page post,meme,MEME
M2.4 quake causing weak shaking near Culverden,omg M2.4 quake causing weak shaking near Culverden 😱,tweet,REAL_EVENT
M2.4 quake causing weak shaking near Culverden,bro cant believe this 🌍,tweet,REAL_EVENT
M2.4 quake causing weak shaking near Culverden,m2 4 quake causing weak shaking near culverden and people are still acting normal 💥,tweet,REAL_EVENT
M2.4 quake causing weak shaking near Culverden,nah this earthquake news is insane 😱,tweet,REAL_EVENT
M2.4 quake causing weak shaking near Culverden,everybody stay safe after seeing m2 4 quake causing weak shaking near culverden 🌍,tweet,REAL_EVENT
M2.4 quake causing weak shaking near Culverden,another earthquake update 💥,tweet,REAL_EVENT
M2.4 quake causing weak shaking near Culverden,ngl quake causing weak shaking culverden got me stressed 😱,tweet,REAL_EVENT
M2.4 quake causing weak shaking near Culverden,buildings shaking is terrifying and nobody was ready for this 🌍,tweet,REAL_EVENT
M2.4 quake causing weak shaking near Culverden,bro said quake causing weak shaking culverden and expected us to be normal,meme,MEME
M2.4 quake causing weak shaking near Culverden,quake causing weak shaking culverden is giving absolute cinema,meme,MEME
M2.4 quake causing weak shaking near Culverden,quake causing weak shaking culverden but make it a meme page post,meme,MEME
And completely rebuilt after WWII bombing had left nothing but rubble,omg And completely rebuilt after WWII bombing had left nothing but rubble 😳,tweet,REAL_EVENT
And completely rebuilt after WWII bombing had left nothing but rubble,bro cant believe this 😭,tweet,REAL_EVENT
And completely rebuilt after WWII bombing had left nothing but rubble,and completely rebuilt after wwii bombing had left and people are still acting normal 🚨,tweet,REAL_EVENT
And completely rebuilt after WWII bombing had left nothing but rubble,nah this breaking news is insane 🤯,tweet,REAL_EVENT
And completely rebuilt after WWII bombing had left nothing but rubble,everybody stay safe after seeing and completely rebuilt after wwii bombing had left 😳,tweet,REAL_EVENT
And completely rebuilt after WWII bombing had left nothing but rubble,timeline is in chaos rn 😭,tweet,REAL_EVENT
And completely rebuilt after WWII bombing had left nothing but rubble,ngl completely rebuilt wwii bombing left nothing got me stressed 🚨,tweet,REAL_EVENT
And completely rebuilt after WWII bombing had left nothing but rubble,i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
And completely rebuilt after WWII bombing had left nothing but rubble,this headline really said completely rebuilt wwii bombing left nothing and expected us to be normal,meme,MEME
And completely rebuilt after WWII bombing had left nothing but rubble,completely rebuilt wwii bombing left nothing is giving absolute cinema,meme,MEME
And completely rebuilt after WWII bombing had left nothing but rubble,completely rebuilt wwii bombing left nothing but make it a meme page post,meme,MEME
So the entire house almost caught on fire... Warning to those that have debris around the water heater.,omg So the entire house almost caught on fire... Warning to those that have debris around 🔥,tweet,REAL_EVENT
So the entire house almost caught on fire... Warning to those that have debris around the water heater.,bro cant believe this 😳,tweet,REAL_EVENT
So the entire house almost caught on fire... Warning to those that have debris around the water heater.,so the entire house almost caught on fire and people are still acting normal 🚨,tweet,REAL_EVENT
So the entire house almost caught on fire... Warning to those that have debris around the water heater.,nah this fire news is insane 🔥,tweet,REAL_EVENT
So the entire house almost caught on fire... Warning to those that have debris around the water heater.,everybody stay safe after seeing so the entire house almost caught on fire 😳,tweet,REAL_EVENT
So the entire house almost caught on fire... Warning to those that have debris around the water heater.,everything burning so fast rn 🚨,tweet,REAL_EVENT
So the entire house almost caught on fire... Warning to those that have debris around the water heater.,ngl entire house almost caught fire warning got me stressed 🔥,tweet,REAL_EVENT
So the entire house almost caught on fire... Warning to those that have debris around the water heater.,smoke everywhere rn and nobody was ready for this 😳,tweet,REAL_EVENT
So the entire house almost caught on fire... Warning to those that have debris around the water heater.,me reading this like entire house almost caught fire warning and expected us to be normal,meme,MEME
So the entire house almost caught on fire... Warning to those that have debris around the water heater.,entire house almost caught fire warning is giving absolute cinema,meme,MEME
So the entire house almost caught on fire... Warning to those that have debris around the water heater.,entire house almost caught fire warning but make it a meme page post,meme,MEME
"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half…","omg In the wake of Windstorm Brendan, another storm is expected to move into the United K ⛈️",tweet,REAL_EVENT
"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half…",bro cant believe this 🌧️,tweet,REAL_EVENT
"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half…",in the wake of windstorm brendan another storm and people are still acting normal 😳,tweet,REAL_EVENT
"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half…",nah this storm news is insane ⛈️,tweet,REAL_EVENT
"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half…",everybody stay safe after seeing in the wake of windstorm brendan another storm 🌧️,tweet,REAL_EVENT
"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half…",weather is getting ugly rn 😳,tweet,REAL_EVENT
"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half…",ngl wake windstorm brendan another storm expected got me stressed ⛈️,tweet,REAL_EVENT
"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half…",this storm path is scary and nobody was ready for this 🌧️,tweet,REAL_EVENT
"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half…",internet gonna turn this into wake windstorm brendan another storm expected and expected us to be normal,meme,MEME
"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half…",wake windstorm brendan another storm expected is giving no cap,meme,MEME
"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half…",wake windstorm brendan another storm expected but make it a meme page post,meme,MEME
Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,omg Telangana experienced communal violence last night - at the stroke of midnight almost 😟,tweet,REAL_EVENT
Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,bro cant believe this 🚨,tweet,REAL_EVENT
Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,telangana experienced communal violence last night at the and people are still acting normal 💔,tweet,REAL_EVENT
Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,nah this violence news is insane 😟,tweet,REAL_EVENT
Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,everybody stay safe after seeing telangana experienced communal violence last night at the 🚨,tweet,REAL_EVENT
Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,people really not safe rn 💔,tweet,REAL_EVENT
Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,ngl telangana experienced communal violence last stroke got me stressed 😟,tweet,REAL_EVENT
Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,this situation is terrifying and nobody was ready for this 🚨,tweet,REAL_EVENT
Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,me reading this like telangana experienced communal violence last stroke and expected us to be normal,meme,MEME
Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,telangana experienced communal violence last stroke is giving this is sending me,meme,MEME
Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,telangana experienced communal violence last stroke but make it a meme page post,meme,MEME
20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,omg 20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pel 😟,tweet,REAL_EVENT
20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,bro cant believe this 🚨,tweet,REAL_EVENT
20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,20 hindus houses attacked amp burned in telangana and people are still acting normal 💔,tweet,REAL_EVENT
20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,nah this violence news is insane 😟,tweet,REAL_EVENT
20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,everybody stay safe after seeing 20 hindus houses attacked amp burned in telangana 🚨,tweet,REAL_EVENT
20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,people really not safe rn 💔,tweet,REAL_EVENT
20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,ngl houses hindus attacked burned telangana peaceful got me stressed 😟,tweet,REAL_EVENT
20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,this situation is terrifying and nobody was ready for this 🚨,tweet,REAL_EVENT
20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,this headline really said houses hindus attacked burned telangana peaceful and expected us to be normal,meme,MEME
20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,houses hindus attacked burned telangana peaceful is giving kinda wild ngl,meme,MEME
20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,houses hindus attacked burned telangana peaceful but make it a meme page post,meme,MEME
No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima.,omg No one was injured after a fire on the 6th floor of the apartment buildings on N. Eli 🔥,tweet,REAL_EVENT
No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima.,bro cant believe this 😳,tweet,REAL_EVENT
No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima.,no one was injured after a fire on and people are still acting normal 🚨,tweet,REAL_EVENT
No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima.,nah this fire news is insane 🔥,tweet,REAL_EVENT
No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima.,everybody stay safe after seeing no one was injured after a fire on 😳,tweet,REAL_EVENT
No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima.,everything burning so fast rn 🚨,tweet,REAL_EVENT
No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima.,ngl injured fire floor apartment buildings elizabeth got me stressed 🔥,tweet,REAL_EVENT
No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima.,smoke everywhere rn and nobody was ready for this 😳,tweet,REAL_EVENT
No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima.,bro said injured fire floor apartment buildings elizabeth and expected us to be normal,meme,MEME
No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima.,injured fire floor apartment buildings elizabeth is giving no cap,meme,MEME
No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima.,injured fire floor apartment buildings elizabeth but make it a meme page post,meme,MEME
A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden. Link:,omg A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden 😱,tweet,REAL_EVENT
A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden. Link:,bro cant believe this 🌍,tweet,REAL_EVENT
A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden. Link:,a m2 4 earthquake has been reported by and people are still acting normal 💥,tweet,REAL_EVENT
A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden. Link:,nah this earthquake news is insane 😱,tweet,REAL_EVENT
A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden. Link:,everybody stay safe after seeing a m2 4 earthquake has been reported by 🌍,tweet,REAL_EVENT
A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden. Link:,another earthquake update 💥,tweet,REAL_EVENT
A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden. Link:,ngl earthquake reported geonetnz north west culverden got me stressed 😱,tweet,REAL_EVENT
A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden. Link:,buildings shaking is terrifying and nobody was ready for this 🌍,tweet,REAL_EVENT
A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden. Link:,internet gonna turn this into earthquake reported geonetnz north west culverden and expected us to be normal,meme,MEME
A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden. Link:,earthquake reported geonetnz north west culverden is giving im crying,meme,MEME
A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden. Link:,earthquake reported geonetnz north west culverden but make it a meme page post,meme,MEME
"A fire outbreak has razed down shops, ravaging stuff worth over millions at the old market in Sokoto. May Allah rescue and forgive us!","omg A fire outbreak has razed down shops, ravaging stuff worth over millions at the old m 🔥",tweet,REAL_EVENT
"A fire outbreak has razed down shops, ravaging stuff worth over millions at the old market in Sokoto. May Allah rescue and forgive us!",bro cant believe this 😳,tweet,REAL_EVENT
"A fire outbreak has razed down shops, ravaging stuff worth over millions at the old market in Sokoto. May Allah rescue and forgive us!",a fire outbreak has razed down shops ravaging and people are still acting normal 🚨,tweet,REAL_EVENT
"A fire outbreak has razed down shops, ravaging stuff worth over millions at the old market in Sokoto. May Allah rescue and forgive us!",nah this fire news is insane 🔥,tweet,REAL_EVENT
"A fire outbreak has razed down shops, ravaging stuff worth over millions at the old market in Sokoto. May Allah rescue and forgive us!",everybody stay safe after seeing a fire outbreak has razed down shops ravaging 😳,tweet,REAL_EVENT
"A fire outbreak has razed down shops, ravaging stuff worth over millions at the old market in Sokoto. May Allah rescue and forgive us!",everything burning so fast rn 🚨,tweet,REAL_EVENT
"A fire outbreak has razed down shops, ravaging stuff worth over millions at the old market in Sokoto. May Allah rescue and forgive us!",ngl fire outbreak razed down shops ravaging got me stressed 🔥,tweet,REAL_EVENT
"A fire outbreak has razed down shops, ravaging stuff worth over millions at the old market in Sokoto. May Allah rescue and forgive us!",smoke everywhere rn and nobody was ready for this 😳,tweet,REAL_EVENT
"A fire outbreak has razed down shops, ravaging stuff worth over millions at the old market in Sokoto. May Allah rescue and forgive us!",this headline really said fire outbreak razed down shops ravaging and expected us to be normal,meme,MEME
"A fire outbreak has razed down shops, ravaging stuff worth over millions at the old market in Sokoto. May Allah rescue and forgive us!",fire outbreak razed down shops ravaging is giving kinda wild ngl,meme,MEME
"A fire outbreak has razed down shops, ravaging stuff worth over millions at the old market in Sokoto. May Allah rescue and forgive us!",fire outbreak razed down shops ravaging but make it a meme page post,meme,MEME
"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",omg Australia's catastrophic bushfires and the smoke haze blanketing major cities have sp 😳,tweet,REAL_EVENT
"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",bro cant believe this 😭,tweet,REAL_EVENT
"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",australia's catastrophic bushfires and the smoke haze blanketing and people are still acting normal 🚨,tweet,REAL_EVENT
"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",nah this breaking news is insane 🤯,tweet,REAL_EVENT
"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",everybody stay safe after seeing australia's catastrophic bushfires and the smoke haze blanketing 😳,tweet,REAL_EVENT
"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",timeline is in chaos rn 😭,tweet,REAL_EVENT
"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",ngl australia's catastrophic bushfires smoke haze blanketing got me stressed 🚨,tweet,REAL_EVENT
"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",the timeline after seeing this australia's catastrophic bushfires smoke haze blanketing and expected us to be normal,meme,MEME
"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",australia's catastrophic bushfires smoke haze blanketing is giving what a timeline,meme,MEME
"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",australia's catastrophic bushfires smoke haze blanketing but make it a meme page post,meme,MEME
"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",omg Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 🔥,tweet,REAL_EVENT
"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",bro cant believe this 😳,tweet,REAL_EVENT
"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",huge explosion and fire in a chemical plant and people are still acting normal 🚨,tweet,REAL_EVENT
"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",nah this fire news is insane 🔥,tweet,REAL_EVENT
"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",everybody stay safe after seeing huge explosion and fire in a chemical plant 😳,tweet,REAL_EVENT
"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",everything burning so fast rn 🚨,tweet,REAL_EVENT
"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",ngl fire huge explosion chemical plant zhuhai got me stressed 🔥,tweet,REAL_EVENT
"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",smoke everywhere rn and nobody was ready for this 😳,tweet,REAL_EVENT
"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",this headline really said fire huge explosion chemical plant zhuhai and expected us to be normal,meme,MEME
"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",fire huge explosion chemical plant zhuhai is giving no cap,meme,MEME
"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",fire huge explosion chemical plant zhuhai but make it a meme page post,meme,MEME
"Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Uttar Prad…","omg Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryan 😳",tweet,REAL_EVENT
"Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Uttar Prad…",bro cant believe this 😭,tweet,REAL_EVENT
"Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Uttar Prad…",isolated thunderstorm accompanied with hail lightning also likely and people are still acting normal 🚨,tweet,REAL_EVENT
"Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Uttar Prad…",nah this breaking news is insane 🤯,tweet,REAL_EVENT
"Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Uttar Prad…",everybody stay safe after seeing isolated thunderstorm accompanied with hail lightning also likely 😳,tweet,REAL_EVENT
"Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Uttar Prad…",timeline is in chaos rn 😭,tweet,REAL_EVENT
"Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Uttar Prad…",ngl isolated thunderstorm accompanied hail lightning also got me stressed 🚨,tweet,REAL_EVENT
"Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Uttar Prad…",i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
