text1,text2,label
mewing streak got broken rip,ngl random loud thunderstorm got me stressed 🚨,0.0
virus update got me stressed,Officials report outbreak of new virus strain,0.9
skibidi toilet no cap lmao,bro cant believe this 🚨,0.0
older cafeteria monitor not a teacher or parent got the timeline in shambles 😳,fr older cafeteria monitor teacher parent anything really sounds fake 😭,0.75
this is so brainrot i cant,nah this breaking news is insane 🤯,0.0
fr pillsbury doughboy killed skittish broom wielding really sounds fake 💔,panicked john kelly ushers half-naked trump away from podium as president shouts support for eugenics,0.6
this update is wild but in a made up way 🚨,omg germany disavows ties with the scorpions 😳,0.75
omg Stanley Park storm is where the bar is at for windstorm (10). So using that as point ⛈️,"494. On account of the snowstorm, all the trains on the line ceased running at four o’clock.",0.9
npc energy fr no cap,New virus strain under investigation,0.0
wildfire updates are brutal but in a made up way 🔥,omg weird wooden chair pressed into service for thanksgiving 😳,0.75
i cant process this news and nobody was ready for this 🤯,"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the consequences of the illeg…",0.9
my flight got cancelled going back to manila and people are still acting normal 😱,the timeline after seeing this furniture fire outbreak razed down shops and expected us to be normal,0.05
everybody stay safe after seeing violent windstorm what it means here is a 🌧️,weather is getting ugly rn 😳,0.85
wtf this headline is so unserious 🚨,im shook because myrtle beach resident refuses to evacuate from family's is crazy work 🤯,0.75
bro really said sigma grindset,China sinkhole: Six people killed in Xining as street chasm swallows bus,0.0
skibidi ohio rizz is crazy,"Indonesia Devastating Floods: 66 People Have Died. More Than 36,000 Displaced. In the past, Israel offered humanitaria…",0.0
this update is wild but in a made up way 🚨,tv viewers outraged at timing of commercial break,0.6
nah this health news is insane 😷,"protagonist rapidly getting dressed must be late, reports cunning viewer recognizing film's subtext",0.1
mewing streak got broken rip,History is going to record that the US tried to kickstart a war and it backfired when the target accidentally shot…,0.0
delulu timeline is undefeated,nah this breaking news is insane 🤯,0.0
only in ohio bro im crying,Officials warn of severe flooding,0.0
tea party plans to recruit more coloreds this got the timeline in shambles 😳,opening band upstaged by pre-show music,0.6
delulu timeline is undefeated,ngl venice canals almost months severe floods got me stressed 🚨,0.0
npc energy fr no cap,"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",0.0
bro cant believe this 😭,Iran’s President Hassan Rouhani said on Tuesday that everyone responsible for the accidental shooting down of a Ukr…,0.9
nah this health news is insane 😷,"Australia disregarded Iran's neutrality during WWII, attacked Iranian navy &amp; sunk a ship helping invasion of southern Iran by B…",0.9
everybody stay safe after seeing melbourne's air quality 'worst in the world' as 😳,me reading this like director doesn't know makes people want and expected us to be normal,0.05
npc energy fr no cap,New virus strain under investigation,0.0
self conscious puppet has no idea what to sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
everything burning so fast rn 🚨,history going record tried kickstart backfired is giving im crying,0.05
bro cant believe this 😭,freeloading refugee children taking up thousands of prison cells meant for real americans,0.1
plane news getting worse 💥,total almost hours hospital early morning is giving no cap,0.05
wtf this headline is so unserious 🚨,im shook because woman nervous for boyfriend to meet person she is crazy work 🤯,0.75
virus update got me stressed,Officials report outbreak of new virus strain,0.9
caught in 4k being cringe,o lord please protect the 40 seminarians who and people are still acting normal 💔,0.0
omg ground shaking in Istanbul 😱,6.2 magnitude earthquake strikes Turkey,0.95
bro really said sigma grindset,climate change or arson jihad a look into and people are still acting normal 🚨,0.0
ngl melbourne's quality 'worst world' bushfires continue got me stressed 🔥,along border victoria three fires joined is giving major L energy,0.05
omg West Valley La11898 Sr118 E / I405 N **Trfc Collision-Unkn Inj** 😬,bro cant believe this 🚨,0.85
new covid variant spreading fr,WHO monitors new virus strain,0.95
bro cant believe this 🌍,rescue operation organized local family kangaroo is giving this is sending me,0.05
mewing streak got broken rip,bro cant believe this 😭,0.0
everybody stay safe after seeing australia is dropping down food from helicopters for 😳,timeline is in chaos rn 😭,0.85
police attack on women student via and people are still acting normal 💔,"The was activated today to help respond to earthquakes that caused heavy damage, injuries, and at least one fa…",0.9
weather is getting ugly rn 😳,ngl giant dust storm sweeps through south got me stressed ⛈️,0.85
caught in 4k being cringe,allegedly they killed the civilian after hijacking his and people are still acting normal 💔,0.0
omg ground shaking in Istanbul 😱,6.2 magnitude earthquake strikes Turkey,0.95
wtf this headline is so unserious 🚨,"ivanka, donald jr., eric trump removed from white house after mother wins 25-year custody battle",0.6
mewing streak got broken rip,omg WORKING FIRE: Ottawa Fire Services on scene of the 1800 block of Russell Rd for a wor 🔥,0.0
nah this breaking news is insane 🤯,Allegedly they killed the civilian after hijacking his car but left the SP after hijacking his car. Doesn't make sense.,0.9
skibidi ohio rizz is crazy,ngl australia bush wild fires got me stressed 🚨,0.0
bro cant believe this 😳,former lovers meet coffee shop last is giving no cap,0.05
only in ohio bro im crying,Officials warn of severe flooding,0.0
bro really said sigma grindset,6 killed in china after massive exploding sinkhole and people are still acting normal 💔,0.0
timeline is in chaos rn 😭,"In Perak, 17 active chikungunya outbreak localities have been identified, including Batang Padang, Kuala Kangsar, Larut and Ka…",0.9
bro cant believe this 😳,why are none of the news media reporting and people are still acting normal 🚨,0.85
earthquake in puerto rico volcano erupts in the and people are still acting normal 💥,nah this earthquake news is insane 😱,0.85
only in ohio bro im crying,Officials warn of severe flooding,0.0
everything red on my screen rn 📉,Global stocks tumble as markets fall,0.92
smoke everywhere rn and nobody was ready for this 😳,A rescue operation organized by a local family on Kangaroo Island transported injured koalas from areas devastated by bushfires. T…,0.9
communists now least threatening group in u s sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
ngl australia disregarded iran's neutrality during wwii got me stressed 🚨,"HEADLINE: ""6.4 earthquake strikes Puerto Rico, killing at least 1 amid heavy seismic activity"" Can someone please inte…",0.9
ngl taal volcano philippines violently erupt coming got me stressed 🚨,hard to tell if wikipedia entry on dada has been vandalized or not,0.1
markets are tanking rn,Stock market sees sharp decline,0.92
fr mars perot lead first expedition 'only really sounds fake 😭,this update is wild but in a made up way 🚨,0.75
caught in 4k being cringe,A rescue operation organized by a local family on Kangaroo Island transported injured koalas from areas devastated by bushfires. T…,0.0
omg Storm Brendan: Thousands without power as storm brings 'violent winds ⛈️,"flatbread means pizza,' man explains to visiting father",0.1
everybody stay safe after seeing how can one justify the killing of 176 🚨,"To Trump, a life in Texas is worth more than a life in Puerto Rico. Within nine days of hurricanes Harvey and Irma survi…",0.9
weather alert severe thunderstorm warning including hohenwald tn and people are still acting normal 🚨,"Since 2020 began, Jakarta, Indonesia has experienced a lot of flooding that has caused many fatalities. NASA researchers an…",0.9
this is so brainrot i cant,ngl ukraine deliberately issued statement iran plane got me stressed 😬,0.0
mewing streak got broken rip,The people of Puerto Rico have been battered by hurricanes and earthquakes. They need humanitarian assistance now. …,0.0
only in ohio bro im crying,"Very sad news coming in. 3 soldiers killed, 1 missing in avalanche in Machil sector.",0.0
ngl statement said evidence highly suggestive outbreak got me stressed 😷,"Both drivers were standing nearby, hopefully it was a low impact collision.",0.9
fr magazine city fever really sounds fake 😭,mitch mcconnell inflates throat pouch in show of dominance over fellow congressional males,0.6
timeline is in chaos rn 😭,poll finds 2018 midterms resting critical but make it a meme page post,0.05
goofy ahh moment fr,ngl indonesia devastating floods people died displaced got me stressed 🚨,0.0
fr area spends super bowl looking regretfully really sounds fake 😭,this update is wild but in a made up way 🚨,0.75
markets bleeding rn sell everything 📉,Stock market sees sharp decline,0.95
timeline is in chaos rn 😭,pope francis hastily condemns capital punishment after vatican police announce new evidence found in 2014 stabbing,0.1
mewing streak got broken rip,"A raging fire in Bound Brook, New Jersey, on Sunday destroyed several buildings and went to seven alarms.…",0.0
delulu timeline is undefeated,An update on the massive fire on Main Street in Bound Brook Sunday night.,0.0
timeline is in chaos rn 😭,ngl severe thunderstorm warning until 45am lincoln got me stressed 🚨,0.85
skibidi toilet no cap lmao,6.2 magnitude earthquake strikes Turkey,0.0
fr area uses attack excuse call girlfriend really sounds fake 💔,violence updates got me sick but in a made up way 😟,0.75
markets are tanking rn,Stock market sees sharp decline,0.92
ngl there won't much break southern another got me stressed ⛈️,this storm path is scary and nobody was ready for this 🌧️,0.85
i cant process this news and nobody was ready for this 🤯,the timeline after seeing this once shot down iranian airplane accident and expected us to be normal,0.05
headline 6 4 earthquake strikes puerto rico killing and people are still acting normal 💥,Ok this storm is crazy 😳😳😳😳,0.9
bro really said sigma grindset,Mexican Border City on High Alert Over ‘Suicide Bomber’ Threat – Confirms Breitbart Report ⚠️ 4 men and 1 woman expected…,0.0
nah this breaking news is insane 🤯,everybody stay safe after seeing windstorm 'level 2' for tuesday associated with a 😳,0.85
everybody stay safe after seeing 1971 campers pitched a tent within the stones 😳,older cafeteria monitor not a teacher or parent or anything,0.1
ngl death toll pakistan mosque suicide bombing got me stressed 🚨,parched trump takes quick sip from pudding cup between talking points,0.1
bro cant believe this 🌧️,Climate Change Or Arson Jihad? - A look into what's behind the Australian wildfires.,0.9
this update is wild but in a made up way 🚨,report: decision to read this headline has erased future daughter 'emily' in all possible timelines,0.6
omg nation's aunts announce their 2018 thanksgiving boyfriend roster 😳,high-end persian rugs attend trial in show of support for paul manafort,0.6
nah this breaking news is insane 🤯,country music protested restaurant's kitchen but make it a meme page post,0.05
skibidi toilet no cap lmao,at 9 00pm there are 105 bush and and people are still acting normal 🚨,0.0
npc energy fr no cap,New virus strain under investigation,0.0
npc energy fr no cap,Heavy rain and storms move through the Shoals this morning. Lightning and small hail possible.,0.0
only in ohio bro im crying,UPDATED: Mashpee ambulance with patient on board involved in multiple vehicle crash… six patients transported to ar…,0.0
i cant process this news and nobody was ready for this 🤯,Never-before-seen virus may be behind mystery outbreak in China,0.9
status red gale warning storm force south to and people are still acting normal 😳,going someone marriage himself is giving major L energy,0.05
omg ground shaking in Istanbul 😱,6.2 magnitude earthquake strikes Turkey,0.95
main character syndrome update,following last night's seven alarm fire in downtown and people are still acting normal 🚨,0.0
npc energy fr no cap,everybody stay safe after seeing weather update heavy rain and the potential dangerous 🌧️,0.0
im shook because high school elects gay 45 year old homecoming is crazy work 🤯,kim jong-un thrown into labor camp for attempting to cross border into south korea,0.6
this is so brainrot i cant,"Dust storm, Australia, 11th January 2020 JAXA / JMA /",0.0
"omg Just few more deaths &amp; few civilian planes shot down ""by mistake"" until retaliati 😳",Whole nation now which party behind all the terrorist attack in India and including Kargil war ?? and…,0.9
at least 15 killed in pakistan suicide bombing and people are still acting normal 💔,congress abandons wikiconstitution,0.1
new variant news again 😷,Health officials monitor new COVID variant,0.92
main character syndrome update,Iran Says That They Shot Down Ukraine International Flight 172 By Accident. Here is an Picture of that Aircraft in…,0.0
weather alert severe thunderstorm warning continues for hohenwald and people are still acting normal 🚨,nah this breaking news is insane 🤯,0.85
ngl which bombed destabilized afghanistan iraq somalia got me stressed 🚨,scholl's introduces cartilage inserts knee pain is giving kinda wild ngl,0.05
omg self-actualized historians urge nation not to get hung up on the past 😳,trump warns removing confederate statues could be slippery slope to eliminating racism entirely,0.6
nah this breaking news is insane 🤯,everybody stay safe after seeing iranian military admitted it shot down ukrainian airplane 😳,0.85
weather is getting ugly rn 😳,ngl severe storm flooding heavy snowfall strike got me stressed ⛈️,0.85
npc energy fr no cap,omg The Iraqis have been through hell because of the US. Attacked by the US. Recently the 😳,0.0
everybody stay safe after seeing flight makes an emergency landing in kolkata as 🚨,ham glazed to dangerously delicious levels,0.1
everybody stay safe after seeing you may be unaware that cnd is currently 😳,explosion petrochemical plant zhuhai south china's but make it a meme page post,0.05
weather is getting ugly rn 😳,"Breaking News: At least 51 people have been killed in a snow avalanche in Neelum valley of Azad Kashmir , officials said in Muzaffarabad.",0.9
public health news is scary and nobody was ready for this 🧪,"per tradition, ex-presidents watch obamas christen white house bed",0.1
virus update got me stressed 🚨,"When fire ravaged Notre-Dame Cathedral in Paris on April 15, 2019, the whole world was in shock that the heritage of this i…",0.9
everybody stay safe after seeing a fire outbreak has razed down 39 shops 😳,"once they put me on cheeses, i will finally be happy,' says costco employee handing out free vienna sausage samples",0.1
nah this violence news is insane 😟,"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",0.9
mewing streak got broken rip,Syria - Southern Idlib countryside Assad regime militias stationed in nearby checkpoints bomb the towns of Tal-Min…,0.0
bro cant believe this 😳,"In the areas of District Neelum, the snowstorm has greatly increased the problems of the people. 65 people's have died…",0.9
virus update got me stressed 🚨,iran protests past months protesters killed but make it a meme page post,0.05
skibidi toilet no cap lmao,6.2 magnitude earthquake strikes Turkey,0.0
main character syndrome update,ngl flight makes emergency landing kolkata passenger got me stressed 💥,0.0
omg WEATHER ALERT: Severe Thunderstorm Warning continues for Hohenwald TN until 8:15 PM C 😳,"Forced to develop locally made missiles fired from Apache helicopters after Obama halted sales to Israel in 2014, Israel’s…",0.9
"omg When fire ravaged Notre-Dame Cathedral in Paris on April 15, 2019, the whole world wa 🔥",internet gonna turn this into picture speak thousand words bless those and expected us to be normal,0.05
only in ohio bro im crying,Officials warn of severe flooding,0.0
only in ohio bro im crying,Officials warn of severe flooding,0.0
nah this fire news is insane 🔥,the timeline after seeing this million gallons crude blood lost cross and expected us to be normal,0.05
timeline is in chaos rn 😭,Incredible video of the weekend storms in Arab + drone footage of the Brindlee Mountain Primary School aftermath. Here's what's…,0.9
this cat is literally everything 😭,WHO declares health emergency,0.0
smoke everywhere rn and nobody was ready for this 😳,significant weather advisory issued step thunderstorm but make it a meme page post,0.05
skibidi toilet no cap lmao,weather is getting ugly rn 😳,0.0
this update is wild but in a made up way 🚨,myrtle beach resident refuses to evacuate from family's ancestral ron jon surf shop,0.6
bro cant believe this 🚨,pastor always knew agnostic would come crawling back to church for wedding,0.1
ngl update fire crossed street hearing least got me stressed 🔥,area mom was waiting in the car for 20 minutes,0.1
only in ohio bro im crying,bro cant believe this 😭,0.0
fr mueller loses visual oval office camera really sounds fake 😭,this update is wild but in a made up way 🚨,0.75
skibidi toilet no cap lmao,"Severe storm, flooding and heavy snowfall strike Hawaii - 22 inches of rain in 24 hours, snowdrifts at least 4 feet deep h…",0.0
bro cant believe this 😭,"Fire Breaks Out At Bharat Petroleum Plant In Mumbai, No Casualties",0.9
npc energy fr no cap,nah this storm news is insane ⛈️,0.0
nah this breaking news is insane 🤯,chinese woman quarantined thailand diagnosed same but make it a meme page post,0.05
main character syndrome update,ngl incident closed collision between lucan north got me stressed 😬,0.0
"omg Snow, rain and flash floods leave dozens dead in Afghanistan and Pakistan: At least 4 ⛈️","494. On account of the snowstorm, all the trains on the line ceased running at four o’clock.",0.9
markets are tanking rn,Stock market sees sharp decline,0.92
mewing streak got broken rip,"DEV - Severe Thunderstorm Warning until 1/11 8:30AM CST for Ohio, Logan, Butler",0.0
fr completely unknown employee begins sending email really sounds fake 😭,this update is wild but in a made up way 🚨,0.75
goofy ahh moment fr,"Communal violence in Telangana's Bhainsa: -Stone pelting -Vehicles set on fire -Now, media reported 18 houses set on fire…",0.0
madonna gives birth to million dollar marketing scheme sounds made up but here we are 😭,dancing costumed midgets celebrate death of deng xiaoping,0.6
smoke everywhere rn and nobody was ready for this 😳,Wuhan pneumonia outbreak: Mystery illness 'caused by coronavirus' - BBC News,0.9
delulu timeline is undefeated,At least 15 killed in Pakistan suicide bombing claimed by Isis via,0.0
headline 6 4 earthquake strikes puerto rico killing and people are still acting normal 💥,me reading this like auction crab stuck claw and expected us to be normal,0.05
nah this breaking news is insane 🤯,A ‘resprouter’ eucalypt forest burned by high-severity fire near the Macalister River in eastern Victo…,0.9
george zimmerman wins florida state lottery sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
im shook because wacky forensics investigation turns autopsy turvy is crazy work 🤯,restaurant patrons rapidly losing faith parents going to do something about 4-year-old,0.6
people really not safe rn 💔,year of law school now mandatory for nation's 25-year-olds,0.1
everything burning so fast rn 🚨,"So Killing of Iran general was planned since june, Iran attacked Iraq embassy with people and missiles…",0.9
delulu timeline is undefeated,ngl airplane accident got me stressed 🚨,0.0
everybody stay safe after seeing watch an enormous sinkhole swallowed a bus and 🚨,"On 2nd Dec 2019, Nigerian police invaded Barrister Ejiofor’s home to assassinate him. He escaped, but the force killed some…",0.9
skibidi ohio rizz is crazy,collision reports are scary and nobody was ready for this 🚨,0.0
ngl severe storm flooding heavy snowfall strike got me stressed ⛈️,"for Kiana, another victim in the crashed airplane",0.9
nah this crash news is insane 😬,report: u.s. economy loses $20 billion annually to americans writing ideas down illegibly,0.1
"omg The viral false claim that nearly 200 arsonists are behind the Australia fires, expla 😳",tragic oscar-night camera malfunction leaves seven critically underpublicized,0.1
from nws blacksburg nwsblacksburg severe thunderstorm warning including and people are still acting normal 🚨,nah this breaking news is insane 🤯,0.85
ngl giant dust storm sweeps through south got me stressed ⛈️,"Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Uttar Prad…",0.9
this storm path is scary and nobody was ready for this 🌧️,omg A suicide bomber struck a CIA base in northern Afghanistan in Dec. 2009. It was the d 😳,0.85
delulu timeline is undefeated,bro cant believe this 😭,0.0
goofy ahh moment fr,iran s president hassan rouhani said on tuesday and people are still acting normal 💔,0.0
nah this health news is insane 😷,military shot down iranian mistakes 1988 but make it a meme page post,0.05
mueller loses visual on oval office camera after sounds made up but here we are 😭,policeman breaks up area party out of pity,0.6
im shook because joe arpaio's family surprises him with detained hispanic is crazy work 🤯,joe arpaio's family surprises him with detained hispanic got the timeline in shambles 😳,0.75
ngl dmregister course hour standoff enforcement police got me stressed 😟,this situation is terrifying and nobody was ready for this 🚨,0.85
omg tear gas manufacturers worried about association with everything tear gas used for 😳,completely unfair that man ended up on sex offender registry just for public urination on a child,0.6
i cant process this news and nobody was ready for this 🤯,lavrov libyan statehood bombed nato 2011 is giving im crying,0.05
gyatt level event of the year,"Received video from Bukavu, DRC where heavy rain &amp; flooding this weekend has led to 13 people being killed.",0.0
people really not safe rn 💔,exhausted sweatshop worker laugh sewing fingers is giving this is sending me,0.05
ngl chinese woman quarantined thailand mystery strain got me stressed 🚨,trump claims waterboarding doesn't come close to the excruciating torment he experiences at every moment,0.1
i cant process this news and nobody was ready for this 🤯,bro said iran protests past months protesters killed and expected us to be normal,0.05
only in ohio bro im crying,Officials warn of severe flooding,0.0
everything burning so fast rn 🚨,"Venice’s worst flood happened in 1966. At the time, experts thought the flood was a once-in-800 year event. November’s flood…",0.9
omg ground shaking in Istanbul 😱,6.2 magnitude earthquake strikes Turkey,0.95
nah this fire news is insane 🔥,"More than 50 cases of pneumonia have been reported in Wuhan, eastern China since December last year. The virus is now…",0.9
timeline is in chaos rn 😭,ngl volunteer firefighter tiny village southeastern australia got me stressed 🚨,0.85
this cat is literally everything 😭,WHO declares health emergency,0.0
omg He Greta you might want to raise the issue of locust outbreak in the southern part of 😷,Mexican Border City on High Alert Over ‘Suicide Bomber’ Threat – Confirms Breitbart Report ⚠️ 4 men and 1 woman expected…,0.9
npc energy fr no cap,omg Entire Country: Storm and difficult driving conditions in Westfjord and in North and ⛈️,0.0
incident update collision on m7 between j05 athgoe and people are still acting normal 💥,homosexual tearfully admits to being governor of new jersey,0.1
a chinese woman has been quarantined in thailand and people are still acting normal 🚨,nine lovely kangaroo babies snuggled safe but make it a meme page post,0.05
npc energy fr no cap,New virus strain under investigation,0.0
skibidi ohio rizz is crazy,"FROM NWS BLACKSBURG: NWSBlacksburg: Severe Thunderstorm Warning including Danville VA, Eden NC, Reidsville NC until…",0.0
virus update got me stressed 🚨,ngl cases pneumonia reported wuhan eastern china got me stressed 😷,0.85
bro cant believe this 🚨,bitch gettin' but make it a meme page post,0.05
new covid variant spreading fr,WHO monitors new virus strain,0.95
skibidi toilet no cap lmao,omg A ‘resprouter’ eucalypt forest burned by high-severity fire near the Macalister River 🔥,0.0
policeman breaks up area party out of pity sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
ngl weather alert severe thunderstorm warning continues got me stressed 🚨,panic floods mike pence's system realizing but make it a meme page post,0.05
iranian military admitted it shot down ukrainian airplane and people are still acting normal 🚨,nah this breaking news is insane 🤯,0.85
main character syndrome update,omg Australia Bush 🔥 Wild Fires. 😳,0.0
plane news getting worse 💥,"pillsbury doughboy killed by skittish, broom-wielding housewife",0.1
goofy ahh moment fr,ROAD TRAFFIC COLLISION Victoria Road Junction with Marathon Road. Road Partially Blocked. Police en route.,0.0
everybody stay safe after seeing huge explosion and fire in a chemical plant 😳,new edition of bible specifically mentions second amendment,0.1
gyatt level event of the year,bro cant believe this 🚨,0.0
nah this breaking news is insane 🤯,"Officials Charge Nearly 200 with Arson, Looting as Wildfires Rage",0.9
plane news getting worse 💥,government shutdown forces national zoo to turn off panda suicide cam,0.1
fr panicking learning encrypted national security communications really sounds fake 😭,bush campaign paints kerry as pre-raphaelite contessa,0.6
puerto rico is getting hit on the 10th and people are still acting normal 💥,area man uses wtc attack as excuse to call ex-girlfriend,0.1
npc energy fr no cap,New virus strain under investigation,0.0
public health news is scary and nobody was ready for this 🧪,me reading this like newest subsidiary kraft foods and expected us to be normal,0.05
everything burning so fast rn 🚨,ngl furniture fire outbreak razed down shops got me stressed 🔥,0.85
skibidi toilet no cap lmao,ngl watch enormous sinkhole swallowed pedestrians northwest got me stressed 💥,0.0
skibidi toilet no cap lmao,nah this fire news is insane 🔥,0.0
bro cant believe this 🚨,"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",0.9
london opening ceremonies end with traditional lighting of got the timeline in shambles 😳,fr london opening ceremonies traditional lighting olympic really sounds fake 😭,0.75
omg NWS Alert&gt; A Thunderstorm with Heavy Rain will Affect Central Pasquotank. Perquima ⛈️,"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",0.9
delulu timeline is undefeated,omg China sinkhole: Six people killed in Xining as street chasm swallows bus: 'The sound 😟,0.0
caught in 4k being cringe,मुस्लिम महिला छात्रों से गुंडागर्दी/POLICE ATTACK ON WOMEN STUDENT via,0.0
bro cant believe this 🌧️,snow ice and more gales to follow storm and people are still acting normal 😳,0.85
skibidi toilet no cap lmao,"for Kiana, another victim in the crashed airplane",0.0
nah this health news is insane 😷,photo ukranian plane shot down right is giving what a timeline,0.05
bro cant believe this 😳,secret victoria's also andrew's but make it a meme page post,0.05
main character syndrome update,"In the wake of Windstorm Brendan, another storm is expected to move into the United Kingdom during the second half…",0.0
nah this storm news is insane ⛈️,you the newest subsidiary of kraft foods,0.1
bro really said sigma grindset,A Chinese woman has been quarantined in Thailand with a mystery strain of coronavirus just days ahead of the Lunar…,0.0
bro cant believe this 😭,"A fire outbreak has razed down shops, ravaging stuff worth over millions at the old market in Sokoto. May Allah rescue and forgive us!",0.9
this storm path is scary and nobody was ready for this 🌧️,ROAD TRAFFIC COLLISION Victoria Road Junction with Marathon Road. Road Partially Blocked. Police en route.,0.9
bro really said sigma grindset,hello all as you guys know australia has and people are still acting normal 🚨,0.0
i cant process this news and nobody was ready for this 🤯,james dyson meets in secret with alien ambassador to receive technology for new hand dryer,0.1
omg How can one justify the killing of 176 passengers aboard of plane by punishing the fe 😬,"Chinese officials so far have reported no evidence of human-to-human transmission, which suggests a large outbreak is unli…",0.9
main character syndrome update,plane news getting worse 💥,0.0
markets are tanking rn,Stock market sees sharp decline,0.92
npc energy fr no cap,"NWS Alert&gt; Strong Thunderstorm Near Keeling or Near Chatham Moving NE At 50 MPH. Winds Over 30 MPH &amp; Brief, Locally…",0.0
goofy ahh moment fr,bro cant believe this 🌧️,0.0
only in ohio bro im crying,Officials warn of severe flooding,0.0
this situation is terrifying and nobody was ready for this 🚨,me reading this like ergonomic advisors call million federal lumbar and expected us to be normal,0.05
markets are tanking rn,Stock market sees sharp decline,0.92
bro really said sigma grindset,"🇮🇷 Iran protests in past two months: 1,500 protesters killed by regime 4,800 Injured 7,000 arrested 🇺🇳 Reaction from U.N.…",0.0
everything red on my screen rn 📉,Global stocks tumble as markets fall,0.92
bro cant believe this 😭,Iran’s President Hassan Rouhani said on Tuesday that everyone responsible for the accidental shooting down of a Ukr…,0.9
nah this blast news is insane 💥,everybody stay safe after seeing a child little richard clarke 7 years old 🚨,0.85
main character syndrome update,bro cant believe this 🚨,0.0
main character syndrome update,bro cant believe this 🌍,0.0
gyatt level event of the year,Earthquake in Puerto Rico. Volcano erupts in the Philippines. Wild fires in Australia. Wake up people,0.0
nah this fire news is insane 🔥,strong thunderstorm affect east central pittsylvania is giving im crying,0.05
omg snack that resided in empty vending machine slot must have been delicious 😳,snack that resided in empty vending machine slot sounds made up but here we are 😭,0.75
"omg NWSSevereTstorm Severe Thunderstorm Warning including Vineland NJ, Glassboro NJ, Lind 😳","Two Men arrested on suspicion of terrorism in Australia for starting bush-fires, laugh.... Nearly half a billion animals h…",0.9
virus update got me stressed,Officials report outbreak of new virus strain,0.9
this cat is literally everything 😭,WHO declares health emergency,0.0
nah this breaking news is insane 🤯,young girl provides home stray bullet but make it a meme page post,0.05
"omg QLD Severe Thunderstorm Warning: Damaging Winds. Thargomindah, Mount Isa, Cloncurry, 😳",weather alert severe thunderstorm warning including is giving kinda wild ngl,0.05
goofy ahh moment fr,the iraqis have been through hell because of and people are still acting normal 🚨,0.0
this is so brainrot i cant,CBC news just said there was an operator on a missile launcher that shot down the airplane. cockpit was taken out.…,0.0
everybody stay safe after seeing the people of puerto rico have been battered 😳,"unpublished twain autobiography rails against youtube, bp, war in afghanistan",0.1
ngl venice canals almost months severe flooding got me stressed 🌊,flood updates are scary and nobody was ready for this 😰,0.85
mewing streak got broken rip,crash involving ambulance in osterville under investigation and people are still acting normal 💥,0.0
npc energy fr no cap,New virus strain under investigation,0.0
everybody stay safe after seeing qld severe thunderstorm warning damaging winds thargomindah mount 😳,election-crazed 'new york times' expands poll coverage to 18.5 million more races in 371 additional states,0.1
npc energy fr no cap,New virus strain under investigation,0.0
nba ref petrified after seeing depiction of own got the timeline in shambles 😳,area child disappointed to learn parents' love unconditional,0.6
nah this health news is insane 😷,area never find condom wallet still but make it a meme page post,0.05
bro really said sigma grindset,a chinese woman has been quarantined in thailand and people are still acting normal 🚨,0.0
everybody stay safe after seeing dust storm australia 11th january 2020 jaxa jma 🌧️,internet gonna turn this into significant weather advisory issued step thunderstorm and expected us to be normal,0.05
parched trump takes quick sip from pudding cup got the timeline in shambles 😳,new edition of bible specifically mentions second amendment,0.6
omg Australia Bush 🔥 Wild Fires. 😳,⚠️ STATUS RED - GALE WARNING Gale force 8 to storm force 10 southerly winds will develop overnight and on Monday morning…,0.9
this update is wild but in a made up way 🚨,weird wooden chair pressed into service for thanksgiving,0.6
wtf this headline is so unserious 🚨,bo obama issues first public bark since leaving white house,0.6
delulu timeline is undefeated,There’s a thunderstorm right now,0.0
this storm path is scary and nobody was ready for this 🌧️,"The Operator notes a 5.1M Earthquake has struck the coast of Japan. No Tsunami Warnings have been issued, and no in…",0.9
nah this breaking news is insane 🤯,fringe catholic sect doesn't tolerate child abuse,0.1
wtf this headline is so unserious 🚨,maker of pizza rolls rethinks letting fans tell its story,0.6
delulu timeline is undefeated,bro cant believe this 🧪,0.0
ngl ventura county fire department captain stan got me stressed 🔥,"Following last night's seven-alarm fire in downtown Bound Brook, citizens face power outages, road closures and sch…",0.9
this cat is literally everything 😭,Stock market sees sharp decline,0.0
man fishes for legendary elusive compliment got the timeline in shambles 😳,fr fishes legendary elusive compliment really sounds fake 😭,0.75
ngl melbourne's quality 'worst world' bushfires continue got me stressed 🔥,Depends on what the local fire code is that determines how steep they’ll allow your stands to be in the newer buildings.,0.9
bro cant believe this 🌧️,trump unveils exclusive double platinum–level press room for only select few journalists,0.1
bro really said sigma grindset,"Giant dust storm sweeps through south-west Queensland, 'like someone put red cellophane over the sun",0.0
nah this breaking news is insane 🤯,poor only windstorm blow away cover but make it a meme page post,0.05
